t_s,muestra,escenario,modo_decision,pose_fuente,mapa_csv,ruta_celdas,waypoints_total,waypoint_indice,distancia_waypoint_m,grid_fila,grid_columna,ps0_frontal_der,ps7_frontal_izq,ps2_lateral_der,ps5_lateral_izq,frontal_crudo,frontal_filtrado,frontal_kalman,kalman_ganancia,kalman_p,encoder_izq_rad,encoder_der_rad,avance_ds_m,velocidad_lineal_m_s,velocidad_angular_rad_s,odom_x_m,odom_y_m,odom_theta_rad,valor_decision,vel_motor_izq_rad_s,vel_motor_der_rad_s,accion
0.832,13,scenario1,kalman,supervisor,,0,0,-1,,,,66.619,68.489,264.144,72.358,67.554,67.734,70.737,0.1714,3.77071,0.0628,-0.89176,-0.001674,-0.02615,-0.61894,-1.73471,-1.50567,1.85518,70.737,-0.5,-2.0,ESCAPE_DERECHA
0.896,14,scenario1,kalman,supervisor,,0,0,-1,,,,69.809,69.763,229.964,70.967,69.786,67.798,70.414,0.17202,3.78446,0.0314,-1.01736,-0.001609,-0.02514,-0.58026,-1.73511,-1.50523,1.87119,70.414,-0.5,-2.0,ESCAPE_DERECHA
0.96,15,scenario1,kalman,supervisor,,0,0,-1,,,,67.51,65.362,216.959,68.284,66.436,68.382,69.568,0.17245,3.79387,0.0,-1.14296,-0.001609,-0.02514,-0.58026,-1.73543,-1.50487,1.88403,69.568,-0.5,-2.0,ESCAPE_DERECHA
1.024,16,scenario1,kalman,supervisor,,0,0,-1,,,,72.056,63.584,198.908,62.728,67.82,68.48,69.106,0.17274,3.80032,-0.02512,-1.27484,-0.001609,-0.02514,-0.65763,-1.73569,-1.50459,1.89325,69.106,-0.5,-2.0,ESCAPE_DERECHA
1.088,17,scenario1,kalman,supervisor,,0,0,-1,,,,61.21,67.347,191.756,69.812,64.278,67.175,68.112,0.17294,3.80473,-0.05652,-1.40044,-0.001609,-0.02514,-0.58026,-1.73589,-1.50436,1.8984,68.112,-0.5,-2.0,ESCAPE_DERECHA
1.152,18,scenario1,kalman,supervisor,,0,0,-1,,,,62.1,67.006,175.954,69.308,64.553,66.575,67.336,0.17308,3.80775,-0.08792,-1.52604,-0.001609,-0.02514,-0.58026,-1.73605,-1.50418,1.901,67.336,-0.5,-2.0,ESCAPE_DERECHA
1.216,19,scenario1,kalman,supervisor,,0,0,-1,,,,67.686,64.656,176.964,66.03,66.171,65.852,66.962,0.17317,3.80981,-0.1256,-1.65792,-0.001738,-0.02716,-0.58026,-1.73618,-1.50403,1.90074,66.962,-0.5,-2.0,ESCAPE_DERECHA
1.28,20,scenario1,kalman,supervisor,,0,0,-1,,,,63.675,70.418,171.394,69.959,67.046,65.974,66.817,0.17324,3.81122,-0.157,-1.78352,-0.001609,-0.02514,-0.58026,-1.73629,-1.50391,1.89758,66.817,-0.5,-2.0,ESCAPE_DERECHA
1.344,21,scenario1,kalman,supervisor,,0,0,-1,,,,67.986,65.157,165.58,57.993,66.572,65.724,66.615,0.17328,3.81218,-0.1884,-1.90912,-0.001609,-0.02514,-0.58026,-1.73637,-1.50382,1.8945,66.615,-0.5,-2.0,ESCAPE_DERECHA
1.408,22,scenario1,kalman,supervisor,,0,0,-1,,,,67.522,68.806,171.876,66.481,68.164,66.501,66.717,0.17331,3.81284,-0.2198,-2.041,-0.001674,-0.02615,-0.61894,-1.73644,-1.50374,1.89179,66.717,-0.5,-2.0,ESCAPE_DERECHA
1.472,23,scenario1,kalman,supervisor,,0,0,-1,,,,63.595,71.372,162.961,70.073,67.483,67.087,66.69,0.17333,3.81329,-0.2512,-2.1666,-0.001609,-0.02514,-0.58026,-1.73649,-1.50368,1.88966,66.69,-0.5,-2.0,ESCAPE_DERECHA
1.536,24,scenario1,kalman,supervisor,,0,0,-1,,,,70.303,59.78,176.098,63.788,65.041,66.861,66.245,0.17335,3.8136,-0.2826,-2.2922,-0.001609,-0.02514,-0.58026,-1.73654,-1.50363,1.88835,66.245,-0.5,-2.0,ESCAPE_DERECHA
1.6,25,scenario1,kalman,supervisor,,0,0,-1,,,,61.14,67.007,167.034,64.542,64.073,66.267,65.702,0.17335,3.81381,-0.314,-2.42408,-0.001674,-0.02615,-0.61894,-1.73657,-1.50359,1.88733,65.702,-0.5,-2.0,ESCAPE_DERECHA
1.664,26,scenario1,kalman,supervisor,,0,0,-1,,,,61.605,71.001,171.665,69.849,66.303,66.213,65.647,0.17336,3.81395,-0.3454,-2.54968,-0.001609,-0.02514,-0.58026,-1.7366,-1.50356,1.88651,65.647,-0.5,-2.0,ESCAPE_DERECHA
1.728,27,scenario1,kalman,supervisor,,0,0,-1,,,,71.002,64.194,169.664,68.786,67.598,66.1,65.826,0.17337,3.81405,-0.3768,-2.67528,-0.001609,-0.02514,-0.58026,-1.73662,-1.50354,1.88586,65.826,-0.5,-2.0,ESCAPE_DERECHA
1.792,28,scenario1,kalman,supervisor,,0,0,-1,,,,66.049,61.029,162.201,64.002,63.539,65.311,65.263,0.17337,3.81412,-0.4082,-2.80716,-0.001674,-0.02615,-0.61894,-1.73664,-1.50352,1.88534,65.263,-0.5,-2.0,ESCAPE_DERECHA
1.856,29,scenario1,kalman,supervisor,,0,0,-1,,,,68.194,77.661,162.798,69.33,72.928,66.888,66.426,0.17337,3.81416,-0.44588,-2.93276,-0.001674,-0.02615,-0.54157,-1.73666,-1.5035,1.88493,66.426,-0.5,-2.0,ESCAPE_DERECHA
1.92,30,scenario1,kalman,supervisor,,0,0,-1,,,,67.39,71.83,167.305,75.06,69.61,67.995,66.812,0.17337,3.81419,-0.47728,-3.06464,-0.001674,-0.02615,-0.61894,-1.73667,-1.50349,1.8846,66.812,-0.5,-2.0,ESCAPE_DERECHA
1.984,31,scenario1,kalman,supervisor,,0,0,-1,,,,70.059,67.687,167.226,65.849,68.873,68.51,67.01,0.17337,3.81422,-0.50868,-3.19024,-0.001609,-0.02514,-0.58026,-1.73668,-1.50348,1.88433,67.01,-0.5,-2.0,ESCAPE_DERECHA
2.048,32,scenario1,kalman,supervisor,,0,0,-1,,,,68.266,71.62,162.624,60.444,69.943,68.978,67.358,0.17337,3.81423,-0.54008,-3.31584,-0.001609,-0.02514,-0.58026,-1.73669,-1.50347,1.88412,67.358,-0.5,-2.0,ESCAPE_DERECHA
2.112,33,scenario1,kalman,supervisor,,0,0,-1,,,,61.083,62.704,167.975,70.533,61.894,68.649,66.245,0.17337,3.81424,-0.57148,-3.44772,-0.001674,-0.02615,-0.61894,-1.73669,-1.50346,1.88395,66.245,-0.5,-2.0,ESCAPE_DERECHA
2.176,34,scenario1,kalman,supervisor,,0,0,-1,,,,67.843,70.896,164.593,65.147,69.37,67.938,66.627,0.17337,3.81425,-0.60288,-3.57332,-0.001609,-0.02514,-0.58026,-1.7367,-1.50346,1.88382,66.627,-0.5,-2.0,ESCAPE_DERECHA
2.24,35,scenario1,kalman,supervisor,,0,0,-1,,,,66.705,68.107,167.227,63.887,67.406,67.497,66.602,0.17338,3.81425,-0.63428,-3.69892,-0.001609,-0.02514,-0.58026,-1.7367,-1.50345,1.88371,66.602,-0.5,-2.0,ESCAPE_DERECHA
2.304,36,scenario1,kalman,supervisor,,0,0,-1,,,,63.93,72.795,163.069,57.557,68.363,67.395,66.742,0.17338,3.81425,-0.66568,-3.8308,-0.001674,-0.02615,-0.61894,-1.73671,-1.50345,1.88363,66.742,-0.5,-2.0,ESCAPE_DERECHA
2.368,37,scenario1,kalman,supervisor,,0,0,-1,,,,68.884,62.977,154.946,61.936,65.93,66.592,66.441,0.17338,3.81426,-0.69708,-3.9564,-0.001609,-0.02514,-0.58026,-1.73671,-1.50345,1.88356,66.441,-0.5,-2.0,ESCAPE_DERECHA
2.432,38,scenario1,kalman,supervisor,,0,0,-1,,,,64.865,68.418,173.936,62.838,66.641,67.542,66.316,0.17338,3.81426,-0.72848,-4.082,-0.001609,-0.02514,-0.58026,-1.73671,-1.50345,1.88351,66.316,-0.5,-2.0,ESCAPE_DERECHA
2.496,39,scenario1,kalman,supervisor,,0,0,-1,,,,69.434,67.714,157.874,75.589,68.574,67.383,66.542,0.17338,3.81426,-0.75988,-4.21388,-0.001674,-0.02615,-0.61894,-1.73671,-1.50344,1.88346,66.542,-0.5,-2.0,ESCAPE_DERECHA
2.56,40,scenario1,kalman,supervisor,,0,0,-1,,,,67.131,67.768,161.575,62.995,67.45,67.392,66.533,0.17338,3.81426,-0.79756,-4.33948,-0.001674,-0.02615,-0.54157,-1.73671,-1.50344,1.88343,66.533,-0.5,-2.0,ESCAPE_DERECHA
2.624,41,scenario1,kalman,supervisor,,0,0,-1,,,,60.622,61.118,154.26,76.039,60.87,65.893,65.392,0.17338,3.81426,-0.82896,-4.46508,-0.001609,-0.02514,-0.58026,-1.73672,-1.50344,1.8834,65.392,-0.5,-2.0,ESCAPE_DERECHA
2.688,42,scenario1,kalman,supervisor,,0,0,-1,,,,64.772,66.512,168.543,64.483,65.642,65.835,65.269,0.17338,3.81426,-0.86036,-4.59696,-0.001674,-0.02615,-0.61894,-1.73672,-1.50344,1.88338,65.269,-0.5,-2.0,ESCAPE_DERECHA
2.752,43,scenario1,kalman,supervisor,,0,0,-1,,,,70.291,68.58,168.9,69.736,69.435,66.394,65.832,0.17338,3.81426,-0.89176,-4.72256,-0.001609,-0.02514,-0.58026,-1.73672,-1.50344,1.88336,65.832,-0.5,-2.0,ESCAPE_DERECHA
2.816,44,scenario1,kalman,supervisor,,0,0,-1,,,,65.151,70.821,164.417,69.94,67.986,66.276,66.046,0.17338,3.81426,-0.92316,-4.84816,-0.001609,-0.02514,-0.58026,-1.73672,-1.50344,1.88335,66.046,3.0,3.0,SALIDA_ESCAPE
2.88,45,scenario1,kalman,supervisor,,0,0,-1,,,,68.345,67.052,142.587,56.09,67.699,66.326,66.722,0.17338,3.81426,-0.72848,-4.65976,0.003927,0.06135,-0.03868,-1.7379,-1.49979,1.88344,66.722,3.0,3.0,SALIDA_ESCAPE
