t_s,muestra,escenario,modo_decision,pose_fuente,mapa_csv,ruta_celdas,waypoints_total,waypoint_indice,distancia_waypoint_m,grid_fila,grid_columna,ps0_frontal_der,ps7_frontal_izq,ps2_lateral_der,ps5_lateral_izq,frontal_crudo,frontal_filtrado,frontal_kalman,kalman_ganancia,kalman_p,encoder_izq_rad,encoder_der_rad,avance_ds_m,velocidad_lineal_m_s,velocidad_angular_rad_s,odom_x_m,odom_y_m,odom_theta_rad,valor_decision,vel_motor_izq_rad_s,vel_motor_der_rad_s,accion
0.064,1,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.07976,6,1,63.662,69.984,63.765,66.769,66.823,66.823,66.823,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.7,0.77976,1.5708,66.823,2.195,2.195,SEGUIR_RUTA
0.128,2,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.92022,6,1,67.792,67.068,71.729,70.236,67.43,67.127,67.183,0.07563,1.66387,0.13816,0.13816,0.002832,0.04425,0.0,-1.7,0.77978,1.5708,67.183,2.195,2.195,SEGUIR_RUTA
0.192,3,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.91741,6,1,69.651,65.048,62.721,69.746,67.349,67.201,67.519,0.10071,2.21572,0.2826,0.2826,0.002961,0.04627,0.0,-1.7,0.78259,1.5708,67.519,2.195,2.195,SEGUIR_RUTA
0.256,4,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.9146,6,1,62.823,70.805,64.972,63.387,66.814,67.104,67.733,0.12055,2.65216,0.42076,0.42076,0.002832,0.04425,0.0,-1.7,0.7854,1.5708,67.733,2.195,2.195,SEGUIR_RUTA
0.32,5,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.91179,6,1,72.76,64.941,63.731,64.206,68.85,67.453,68.179,0.13563,2.98394,0.55892,0.55892,0.002832,0.04425,0.0,-1.7,0.78821,1.5708,68.179,2.195,2.195,SEGUIR_RUTA
0.384,6,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.90898,6,1,66.838,59.887,57.399,69.27,63.362,66.761,67.775,0.14676,3.22862,0.70336,0.70336,0.002961,0.04627,0.0,-1.7,0.79102,1.5708,67.775,2.195,2.195,SEGUIR_RUTA
0.448,7,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.90617,6,1,67.056,64.992,71.894,67.641,66.024,66.48,67.791,0.15478,3.40509,0.84152,0.84152,0.002832,0.04425,0.0,-1.7,0.79383,1.5708,67.791,2.195,2.195,SEGUIR_RUTA
0.512,8,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.90336,6,1,71.162,72.535,67.127,54.668,71.849,67.38,68.728,0.16047,3.5303,0.97968,0.97968,0.002832,0.04425,0.0,-1.7,0.79664,1.5708,68.728,2.195,2.195,SEGUIR_RUTA
0.576,9,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.90055,6,1,70.143,68.788,61.354,64.642,69.465,67.91,69.146,0.16446,3.61814,1.12412,1.12412,0.002961,0.04627,0.0,-1.7,0.79945,1.5708,69.146,2.195,2.195,SEGUIR_RUTA
0.64,10,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.89774,5,1,63.284,63.746,74.12,70.782,63.515,66.843,68.487,0.16724,3.67925,1.26228,1.26228,0.002832,0.04425,0.0,-1.7,0.80226,1.5708,68.487,2.195,2.195,SEGUIR_RUTA
0.704,11,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.89493,5,1,68.098,66.564,69.68,65.622,67.331,67.637,68.574,0.16916,3.72154,1.40044,1.40044,0.002832,0.04425,0.0,-1.7,0.80507,1.5708,68.574,2.195,2.195,SEGUIR_RUTA
0.768,12,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.89212,5,1,68.155,73.454,60.339,66.996,70.805,68.593,69.249,0.17049,3.75068,1.54488,1.54488,0.002961,0.04627,0.0,-1.7,0.80788,1.5708,69.249,2.195,2.195,SEGUIR_RUTA
0.832,13,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.88931,5,1,66.619,68.489,62.182,72.358,67.554,67.734,69.24,0.1714,3.77071,1.68304,1.68304,0.002832,0.04425,0.0,-1.7,0.81069,1.5708,69.24,2.195,2.195,SEGUIR_RUTA
0.896,14,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.8865,5,1,69.809,69.763,66.024,70.967,69.786,67.798,69.615,0.17202,3.78446,1.8212,1.8212,0.002832,0.04425,0.0,-1.7,0.8135,1.5708,69.615,2.195,2.195,SEGUIR_RUTA
0.96,15,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.88369,5,1,67.51,65.362,69.295,68.284,66.436,68.382,69.361,0.17245,3.79387,1.96564,1.96564,0.002961,0.04627,0.0,-1.7,0.81631,1.5708,69.361,2.195,2.195,SEGUIR_RUTA
1.024,16,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.88088,5,1,72.056,63.584,67.125,62.728,67.82,68.48,69.376,0.17274,3.80032,2.1038,2.1038,0.002832,0.04425,0.0,-1.7,0.81912,1.5708,69.376,2.195,2.195,SEGUIR_RUTA
1.088,17,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.87807,5,1,61.21,67.347,69.334,69.812,64.278,67.175,68.776,0.17294,3.80473,2.24196,2.24196,0.002832,0.04425,0.0,-1.7,0.82193,1.5708,68.776,2.195,2.195,SEGUIR_RUTA
1.152,18,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.87526,5,1,62.1,67.006,63.979,69.308,64.553,66.575,68.339,0.17308,3.80775,2.3864,2.3864,0.002961,0.04627,0.0,-1.7,0.82474,1.5708,68.339,2.195,2.195,SEGUIR_RUTA
1.216,19,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.87245,5,1,67.686,64.656,67.936,66.03,66.171,65.852,68.244,0.17317,3.80981,2.52456,2.52456,0.002832,0.04425,0.0,-1.7,0.82755,1.5708,68.244,2.195,2.195,SEGUIR_RUTA
1.28,20,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.86964,5,1,63.675,70.418,65.771,69.959,67.046,65.974,68.318,0.17324,3.81122,2.66272,2.66272,0.002832,0.04425,0.0,-1.7,0.83036,1.5708,68.318,2.195,2.195,SEGUIR_RUTA
1.344,21,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.86683,5,1,67.986,65.157,62.879,57.993,66.572,65.724,68.309,0.17328,3.81218,2.80716,2.80716,0.002961,0.04627,0.0,-1.7,0.83317,1.5708,68.309,2.195,2.195,SEGUIR_RUTA
1.408,22,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.86402,5,1,67.522,68.806,68.002,66.481,68.164,66.501,68.565,0.17331,3.81284,2.94532,2.94532,0.002832,0.04425,0.0,-1.7,0.83598,1.5708,68.565,2.195,2.195,SEGUIR_RUTA
1.472,23,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.86122,5,1,63.595,71.372,62.485,70.073,67.483,67.087,68.658,0.17333,3.81329,3.08348,3.08348,0.002832,0.04425,0.0,-1.7,0.83878,1.5708,68.658,2.195,2.195,SEGUIR_RUTA
1.536,24,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.85841,5,1,70.303,59.78,72.245,63.788,65.041,66.861,68.325,0.17335,3.8136,3.22792,3.22792,0.002961,0.04627,0.0,-1.7,0.84159,1.5708,68.325,2.195,2.195,SEGUIR_RUTA
1.6,25,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.8556,5,1,61.14,67.007,66.468,64.542,64.073,66.267,67.869,0.17335,3.81381,3.36608,3.36608,0.002832,0.04425,0.0,-1.7,0.8444,1.5708,67.869,2.195,2.195,SEGUIR_RUTA
1.664,26,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.85279,5,1,61.605,71.001,70.115,69.849,66.303,66.213,67.878,0.17336,3.81395,3.50424,3.50424,0.002832,0.04425,0.0,-1.7,0.84721,1.5708,67.878,2.195,2.195,SEGUIR_RUTA
1.728,27,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.84998,5,1,71.002,64.194,69.049,68.786,67.598,66.1,68.124,0.17337,3.81405,3.64868,3.64868,0.002961,0.04627,0.0,-1.7,0.85002,1.5708,68.124,2.195,2.195,SEGUIR_RUTA
1.792,28,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.84717,5,1,66.049,61.029,64.085,64.002,63.539,65.311,67.61,0.17337,3.81412,3.78684,3.78684,0.002832,0.04425,0.0,-1.7,0.85283,1.5708,67.61,2.195,2.195,SEGUIR_RUTA
1.856,29,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.84436,5,1,68.194,77.661,64.706,69.33,72.928,66.888,68.813,0.17337,3.81416,3.925,3.925,0.002832,0.04425,0.0,-1.7,0.85564,1.5708,68.813,2.195,2.195,SEGUIR_RUTA
1.92,30,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.84155,5,1,67.39,71.83,68.031,75.06,69.61,67.995,69.245,0.17337,3.81419,4.06944,4.06944,0.002961,0.04627,0.0,-1.7,0.85845,1.5708,69.245,2.195,2.195,SEGUIR_RUTA
1.984,31,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.83874,5,1,70.059,67.687,68.106,65.849,68.873,68.51,69.461,0.17337,3.81422,4.2076,4.2076,0.002832,0.04425,0.0,-1.7,0.86126,1.5708,69.461,2.195,2.195,SEGUIR_RUTA
2.048,32,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.83593,5,1,68.266,71.62,64.98,60.444,69.943,68.978,69.826,0.17337,3.81423,4.34576,4.34576,0.002832,0.04425,0.0,-1.7,0.86407,1.5708,69.826,2.195,2.195,SEGUIR_RUTA
2.112,33,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.83312,5,1,61.083,62.704,68.835,70.533,61.894,68.649,68.744,0.17337,3.81424,4.4902,4.4902,0.002961,0.04627,0.0,-1.7,0.86688,1.5708,68.744,2.195,2.195,SEGUIR_RUTA
2.176,34,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.83031,5,1,67.843,70.896,66.535,65.147,69.37,67.938,69.133,0.17337,3.81425,4.62836,4.62836,0.002832,0.04425,0.0,-1.7,0.86969,1.5708,69.133,2.195,2.195,SEGUIR_RUTA
2.24,35,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.8275,5,1,66.705,68.107,68.457,63.887,67.406,67.497,69.115,0.17338,3.81425,4.76652,4.76652,0.002832,0.04425,0.0,-1.7,0.8725,1.5708,69.115,2.195,2.195,SEGUIR_RUTA
2.304,36,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.82469,5,1,63.93,72.795,65.589,57.557,68.363,67.395,69.278,0.17338,3.81425,4.91096,4.91096,0.002961,0.04627,0.0,-1.7,0.87531,1.5708,69.278,2.195,2.195,SEGUIR_RUTA
2.368,37,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.82188,5,1,68.884,62.977,59.918,61.936,65.93,66.592,68.979,0.17338,3.81426,5.04912,5.04912,0.002832,0.04425,0.0,-1.7,0.87812,1.5708,68.979,2.195,2.195,SEGUIR_RUTA
2.432,38,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.81907,5,1,64.865,68.418,73.338,62.838,66.641,67.542,68.854,0.17338,3.81426,5.18728,5.18728,0.002832,0.04425,0.0,-1.7,0.88093,1.5708,68.854,2.195,2.195,SEGUIR_RUTA
2.496,39,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.81626,5,1,69.434,67.714,62.059,75.589,68.574,67.383,69.1,0.17338,3.81426,5.33172,5.33172,0.002961,0.04627,0.0,-1.7,0.88374,1.5708,69.1,2.195,2.195,SEGUIR_RUTA
2.56,40,maze_complex,kalman,supervisor,maze_complex_grid.csv,23,3,1,0.81345,5,1,67.131,67.768,64.698,62.995,67.45,67.392,69.094,0.17338,3.81426,5.46988,5.46988,0.002832,0.04425,0.0,-1.7,0.88655,1.5708,69.094,2.195,2.195,SEGUIR_RUTA
